DISTRITO,EDAD,latitud,longitud
BREÑA,82,-12.066057653705789,-77.0556224478616
JESUS MARIA,32,-12.089239164034518,-77.05576731527134
JESUS MARIA,31,-12.079971256168863,-77.04879416570527
LA VICTORIA,85,-12.084886785498904,-77.01777075112051
PUEBLO LIBRE,59,-12.069533579491056,-77.06576895838859
LINCE,22,-12.089337270239088,-77.02598696909051
LA VICTORIA,58,-12.085626853898495,-77.02464767628666
JESUS MARIA,74,-12.088730408436883,-77.05829953780807
JESUS MARIA,21,-12.07984768537212,-77.05378969897414
JESUS MARIA,48,-12.068080336420532,-77.0466274050558
JESUS MARIA,62,-12.08086578901104,-77.05811755525936
LA VICTORIA,39,-12.070203667022085,-77.02852653001786
JESUS MARIA,21,-12.082849758048024,-77.05414501165568
JESUS MARIA,59,-12.083751555900166,-77.04937840693367
JESUS MARIA,68,-12.076284020652054,-77.05175947346069
BREÑA,91,-12.062517599110787,-77.04464738164175
JESUS MARIA,38,-12.081220125494223,-77.05456225377445
PUEBLO LIBRE,42,-12.074676276959819,-77.0694861111675
BREÑA,40,-12.064407429029234,-77.05987432396581
JESUS MARIA,67,-12.07753357485633,-77.05429853720513
BREÑA,73,-12.06011995789765,-77.04807827526918
LA VICTORIA,89,-12.075647038790738,-77.01760945832
JESUS MARIA,77,-12.073134091790847,-77.04200039728912
JESUS MARIA,26,-12.079449101575372,-77.04580839799407
BREÑA,63,-12.055069279576516,-77.04360302995092
JESUS MARIA,32,-12.080336303908608,-77.05670961674721
LINCE,60,-12.08018891461237,-77.0297855301124
JESUS MARIA,30,-12.080356716326541,-77.05292308767272
JESUS MARIA,18,-12.066067069177164,-77.04326467725693
JESUS MARIA,6,-12.087013886114729,-77.05569532107008
BREÑA,23,-12.064232991076734,-77.05876798751979
LINCE,20,-12.085195408150406,-77.03889540479204
LINCE,20,-12.084701590727615,-77.02886436946778
BREÑA,6,-12.060899410449782,-77.0440665826363
JESUS MARIA,21,-12.075812806946654,-77.04752640477219
LINCE,44,-12.091238603355583,-77.04334988771348
LA VICTORIA,28,-12.07781063053225,-77.01285159422207
BREÑA,74,-12.05115086265221,-77.0495426767542
JESUS MARIA,19,-12.089109959584379,-77.0527951974
JESUS MARIA,67,-12.077159220986799,-77.0451669017791
JESUS MARIA,82,-12.088301460520292,-77.05988362340426
PUEBLO LIBRE,53,-12.068037820050728,-77.0711720658109
LINCE,54,-12.078330168153185,-77.03727726150639
LA VICTORIA,79,-12.065328270841285,-77.0280286013561
LA VICTORIA,21,-12.078484118575568,-77.02240464188155
LA VICTORIA,42,-12.070451753277919,-77.03113439617057
PUEBLO LIBRE,94,-12.0695384576147,-77.07094839845675
LA VICTORIA,77,-12.070932524931347,-77.01860378029468
LA VICTORIA,66,-12.067694210575322,-77.00087267625399
LA VICTORIA,89,-12.0723692068485,-77.00492938259501
BREÑA,64,-12.061493773896727,-77.04734921329332
JESUS MARIA,23,-12.079880998320336,-77.04957558632833
JESUS MARIA,29,-12.079507706040316,-77.0552594654557
BREÑA,64,-12.055954520024509,-77.04702151675498
BREÑA,55,-12.053402205110435,-77.04233146123633
BREÑA,75,-12.053817862910385,-77.05259024013324
LA VICTORIA,43,-12.083746148367132,-77.01394653714561
JESUS MARIA,85,-12.074590375045533,-77.04826328812702
LINCE,60,-12.076685271455506,-77.03781635271429
LINCE,22,-12.085588146908622,-77.03235116574967
JESUS MARIA,56,-12.08503025120678,-77.05332587037832
BREÑA,64,-12.055942310708787,-77.04750291963803
PUEBLO LIBRE,81,-12.070764559305628,-77.07444962508029
LA VICTORIA,53,-12.082033226772134,-77.00571992873333
LA VICTORIA,42,-12.077538800737099,-77.0126586092495
JESUS MARIA,56,-12.070795142805727,-77.04660288807786
LA VICTORIA,52,-12.068672316067202,-76.99970720672626
JESUS MARIA,82,-12.079752563498795,-77.04265720633462
BREÑA,79,-12.06562572123508,-77.05303481377794
PUEBLO LIBRE,64,-12.079112432803974,-77.06088375556413
LA VICTORIA,78,-12.063823811887756,-77.00352681419396
PUEBLO LIBRE,99,-12.075957016218418,-77.07497209073782
LA VICTORIA,76,-12.068476016755517,-76.99835826871835
PUEBLO LIBRE,5,-12.083694514648627,-77.0712255968963
LA VICTORIA,20,-12.061152391071767,-77.00964967096147
JESUS MARIA,77,-12.073699890930879,-77.043581448355
JESUS MARIA,59,-12.090011946641566,-77.0555125904969
JESUS MARIA,40,-12.074288427738262,-77.05113216532546
JESUS MARIA,44,-12.079078116447242,-77.04668384377813
JESUS MARIA,51,-12.084222301378153,-77.05814705166512
JESUS MARIA,44,-12.079956247063537,-77.04627802897353
JESUS MARIA,53,-12.068447461335772,-77.04567972200871
JESUS MARIA,48,-12.084470308392582,-77.05213288121004
JESUS MARIA,31,-12.087011373935088,-77.06152107118
LA VICTORIA,58,-12.075146038483346,-77.02422419240027
BREÑA,39,-12.053558900156304,-77.05567567821791
LA VICTORIA,78,-12.069701939536172,-77.02133146789694
BREÑA,87,-12.06192183059843,-77.05443505480773
LA VICTORIA,77,-12.06800591309287,-77.00950628537898
LA VICTORIA,0,-12.060802662645926,-77.00620344902774
LA VICTORIA,81,-12.064310659858121,-77.00433376271458
JESUS MARIA,79,-12.086364136224043,-77.06165925019839
LA VICTORIA,68,-12.075881482775495,-77.01060596308406
LINCE,71,-12.088111897542236,-77.03035984528012
BREÑA,83,-12.050276058848155,-77.05197550967286
BREÑA,59,-12.053551709375478,-77.04714980618431
BREÑA,69,-12.064753054168962,-77.05788356257011
JESUS MARIA,52,-12.079136931396333,-77.05195020960095
BREÑA,59,-12.064774568588845,-77.05202732089847
LA VICTORIA,65,-12.075444926695004,-77.0188787831504
BREÑA,53,-12.05399403863346,-77.0460462542437
LA VICTORIA,90,-12.08600170706196,-77.02111329861908
LA VICTORIA,89,-12.084013788271745,-77.01405342050411
JESUS MARIA,32,-12.079264368833975,-77.04518419142303
BREÑA,65,-12.06243775142993,-77.04507917743163
PUEBLO LIBRE,76,-12.08296977287469,-77.07070349525668
LA VICTORIA,86,-12.08314578626954,-77.02478886110997
LA VICTORIA,91,-12.087370996005031,-77.01087833643437
LA VICTORIA,65,-12.062923565798297,-77.02362440328068
JESUS MARIA,62,-12.071618216887034,-77.04779161289342
BREÑA,75,-12.05817050725642,-77.05360437391673
JESUS MARIA,3,-12.081598880455346,-77.04866281590658
LA VICTORIA,57,-12.063761359195903,-77.00532616679203
LA VICTORIA,4,-12.070937832806026,-77.00156180652405
LA VICTORIA,60,-12.062681216964206,-77.01853155974925
LA VICTORIA,87,-12.087927173716881,-77.01801866757782
LINCE,80,-12.087364105322253,-77.03603970654349
JESUS MARIA,61,-12.074394722726552,-77.04685705692022
BREÑA,76,-12.05760265262003,-77.04420191174013
LA VICTORIA,70,-12.074032087053984,-77.0249050245716
LA VICTORIA,58,-12.06956607348478,-77.02580582873048
JESUS MARIA,79,-12.076896453053195,-77.04602189035793
JESUS MARIA,46,-12.073547267384184,-77.05034137226818
JESUS MARIA,74,-12.075349188758313,-77.04958788135804
BREÑA,81,-12.054080970108295,-77.04441899954155
LA VICTORIA,56,-12.063458102808996,-77.02374663989399
LINCE,87,-12.089778919711705,-77.02481933029748
LA VICTORIA,69,-12.072163017596516,-77.00426788833055
PUEBLO LIBRE,57,-12.075877085615451,-77.06278438278613
JESUS MARIA,82,-12.077188360606218,-77.04972415753512
JESUS MARIA,88,-12.082269441023156,-77.04893002686366
LA VICTORIA,62,-12.06715798254031,-77.0081146772184
JESUS MARIA,49,-12.081720178300893,-77.04572434213586
JESUS MARIA,76,-12.089038764424002,-77.05846239606977
LINCE,68,-12.080449219145981,-77.03032723682823
JESUS MARIA,76,-12.078280642216182,-77.04336309861047
LINCE,58,-12.090322846711805,-77.02796416120118
PUEBLO LIBRE,82,-12.077122843028352,-77.07899708021057
JESUS MARIA,66,-12.078160613155966,-77.04527824762124
BREÑA,77,-12.064135389806852,-77.05583087856515
BREÑA,30,-12.05505805409147,-77.0535663590692
JESUS MARIA,51,-12.07801266249553,-77.0477428078041
JESUS MARIA,75,-12.079365314480345,-77.04379657734441
LA VICTORIA,83,-12.070306906873352,-77.01279295913898
JESUS MARIA,97,-12.075293450962214,-77.04919573927708
JESUS MARIA,61,-12.071204087759458,-77.04368017558534
LINCE,77,-12.0897685225629,-77.02599511058692
JESUS MARIA,24,-12.076349979084963,-77.04591683309526
LA VICTORIA,65,-12.08861213547652,-77.01094365412487
JESUS MARIA,50,-12.082810821744273,-77.05352567148807
JESUS MARIA,71,-12.084729315579557,-77.04856172919419
LA VICTORIA,51,-12.069890116266127,-77.02593994756592
JESUS MARIA,57,-12.080981530814466,-77.05549559835072
JESUS MARIA,64,-12.088733231931684,-77.05564009359034
LA VICTORIA,54,-12.066579823453607,-77.01414943799016
LINCE,77,-12.077565661160511,-77.03950159901612
LINCE,88,-12.088598981014881,-77.03706988452421
JESUS MARIA,78,-12.089259071052338,-77.05893277551064
LA VICTORIA,70,-12.061797576212834,-77.01965082423531
JESUS MARIA,22,-12.086238567643324,-77.06040834988285
JESUS MARIA,78,-12.080935103059181,-77.05851698625682
JESUS MARIA,73,-12.08904510159415,-77.05252416854566
LA VICTORIA,85,-12.063701125609663,-77.02615435064992
BREÑA,54,-12.060713607416453,-77.04770316357647
LA VICTORIA,77,-12.07266480965783,-77.01104583334538
LA VICTORIA,82,-12.070283758711506,-77.02119403413282
JESUS MARIA,84,-12.08021669698902,-77.05467784668672
JESUS MARIA,62,-12.072749310098889,-77.0503894939728
JESUS MARIA,77,-12.085953915670848,-77.05218699123276
LA VICTORIA,72,-12.066897023138822,-77.0029503763266
LA VICTORIA,77,-12.08664726024153,-77.02023782737879
PUEBLO LIBRE,88,-12.069817850267086,-77.05179609261273
JESUS MARIA,83,-12.07031600888131,-77.04826177074187
JESUS MARIA,62,-12.082267886483852,-77.05354348891149
JESUS MARIA,15,-12.081162246671223,-77.05504636437078
LA VICTORIA,75,-12.079666150780673,-77.02615515351064
JESUS MARIA,76,-12.079569932494644,-77.05006029179701
LA VICTORIA,76,-12.066077273917786,-77.00471944525887
LA VICTORIA,72,-12.075207582670714,-77.01205875731067
LINCE,68,-12.083844942381848,-77.04329546741441
PUEBLO LIBRE,80,-12.070357235287855,-77.07562583403326
LINCE,63,-12.084509376906608,-77.03415292703149
JESUS MARIA,70,-12.083934008826274,-77.05684794165158
LA VICTORIA,62,-12.06886313708628,-77.02959600336388
LA VICTORIA,80,-12.081178628890628,-77.02016583759831
JESUS MARIA,60,-12.080274574242654,-77.0477917572798
LA VICTORIA,74,-12.07021833873268,-77.00569810336674
JESUS MARIA,64,-12.068881858501483,-77.04861471550446
JESUS MARIA,89,-12.085241893810299,-77.05391517987488
BREÑA,88,-12.051746957021763,-77.04964726246071
JESUS MARIA,59,-12.072905075139365,-77.04740635612679
BREÑA,50,-12.058243052179987,-77.05549636660031
BREÑA,58,-12.05859147518596,-77.05322526664908
JESUS MARIA,73,-12.08762247910756,-77.05143540388741
JESUS MARIA,54,-12.082490911956379,-77.05910060295888
JESUS MARIA,10,-12.079004999380963,-77.0481122362701
LA VICTORIA,64,-12.082270965883124,-77.01071064311867
JESUS MARIA,71,-12.070247395001827,-77.0494463850829
LA VICTORIA,63,-12.063375396062789,-77.01128532586871
BREÑA,30,-12.063723222044223,-77.059750180144
BREÑA,82,-12.064251005734096,-77.05232206331117
BREÑA,54,-12.052058506736055,-77.04527123482752
JESUS MARIA,66,-12.077578873382736,-77.05557580833037
PUEBLO LIBRE,60,-12.07301755586967,-77.06066392640568
BREÑA,78,-12.061416046188826,-77.05787555682458
PUEBLO LIBRE,86,-12.073182273401565,-77.05848140482016
BREÑA,52,-12.065853945584841,-77.05095979233609
LA VICTORIA,76,-12.066299081067962,-77.00819985795114
BREÑA,66,-12.064772689362814,-77.04538217872573
LA VICTORIA,35,-12.086660155014021,-77.01977623194705
LA VICTORIA,64,-12.064782541798163,-77.01171470547081
BREÑA,57,-12.054669115998117,-77.04442771132274
JESUS MARIA,59,-12.066635110953577,-77.04047932136154
LA VICTORIA,72,-12.080252965709132,-77.0272601919789
LINCE,67,-12.080589650968212,-77.03116304633149
BREÑA,61,-12.052101528334259,-77.05424107372795
LA VICTORIA,84,-12.074375929819837,-77.01870902075302
JESUS MARIA,66,-12.083817514285562,-77.05639361888822
JESUS MARIA,79,-12.07153762491329,-77.0437069912203
JESUS MARIA,72,-12.0897855383082,-77.0533680719156
JESUS MARIA,68,-12.092529748701958,-77.05409008003781
JESUS MARIA,84,-12.079057017146212,-77.05408473256196
LA VICTORIA,55,-12.073887809510694,-77.02946939721511
BREÑA,56,-12.055258472101235,-77.04748550523927
BREÑA,91,-12.051009326307435,-77.04982393670514
LA VICTORIA,59,-12.066730967093912,-77.01826834042859
JESUS MARIA,85,-12.07127819575335,-77.04566481847041
LA VICTORIA,82,-12.06404966637456,-77.02421100736235
JESUS MARIA,29,-12.078483414738368,-77.05569504247993
LA VICTORIA,77,-12.066957936411962,-77.0278995002069
JESUS MARIA,93,-12.080813883886249,-77.04706808199124
BREÑA,68,-12.050199648394978,-77.05125016788053
JESUS MARIA,59,-12.072141857673262,-77.04670738821216
BREÑA,73,-12.056954477064917,-77.0570766157244
JESUS MARIA,68,-12.088280117336335,-77.05874366888855
LA VICTORIA,71,-12.078242832657766,-77.01682779144
LA VICTORIA,40,-12.082859425554773,-77.02206177342488
JESUS MARIA,41,-12.074201053491194,-77.04711900419548
BREÑA,86,-12.059808082064569,-77.05253790017927
BREÑA,91,-12.056504015964876,-77.05667280616755
LA VICTORIA,50,-12.076639791921954,-77.01494299479752
PUEBLO LIBRE,47,-12.085579677808566,-77.06375264085973
BREÑA,62,-12.05595117722433,-77.05573162605091
LA VICTORIA,85,-12.061231400702171,-77.01321393777646
LA VICTORIA,76,-12.063834193249724,-77.01870737355928
PUEBLO LIBRE,83,-12.07204027022924,-77.06070405155144
LA VICTORIA,51,-12.073632066407102,-77.0289906617438
LA VICTORIA,67,-12.077295643370265,-77.0172346053867
JESUS MARIA,69,-12.066784834489969,-77.04538478242188
BREÑA,93,-12.06666156579142,-77.05161071974499
JESUS MARIA,42,-12.075794790746198,-77.04255729852862
BREÑA,56,-12.063081871940657,-77.05405471695389
JESUS MARIA,81,-12.075030760456562,-77.05183596706138
LINCE,82,-12.066761657685806,-77.03912920835299
JESUS MARIA,76,-12.089839114171857,-77.05311822930166
JESUS MARIA,70,-12.073120483590603,-77.0474787965238
LA VICTORIA,64,-12.07517148291899,-77.01513309463496
PUEBLO LIBRE,73,-12.075950029473631,-77.07627615666107
JESUS MARIA,70,-12.07607687665617,-77.0496365364792
LA VICTORIA,63,-12.060282997179366,-77.02825505559711
LA VICTORIA,68,-12.071844575592248,-77.02024150558978
BREÑA,86,-12.057185756227025,-77.05306794446537
LA VICTORIA,64,-12.070122852879171,-77.01447497783874
BREÑA,85,-12.059874581071334,-77.04579922324022
BREÑA,76,-12.055145034521342,-77.04569472101782
JESUS MARIA,48,-12.079858482846632,-77.05699766855294
JESUS MARIA,67,-12.089180035851616,-77.05176116496581
JESUS MARIA,35,-12.080265926179923,-77.05593461597155
BREÑA,80,-12.056189481113977,-77.04373493522948
JESUS MARIA,71,-12.071026316708398,-77.04909180678898
JESUS MARIA,32,-12.06855267498466,-77.04135218046288
JESUS MARIA,67,-12.078562148273027,-77.05005319720865
JESUS MARIA,73,-12.077558344148404,-77.055003463624
LINCE,63,-12.08415189419222,-77.03156650095922
JESUS MARIA,90,-12.081122448066917,-77.05714045473698
BREÑA,45,-12.065851700321868,-77.05250501127239
BREÑA,66,-12.057389114028952,-77.05718122754999
JESUS MARIA,85,-12.082368028829876,-77.05771370201576
LA VICTORIA,52,-12.081832391375373,-77.0174266584854
BREÑA,49,-12.057912006083367,-77.04635386875029
JESUS MARIA,54,-12.084451523221741,-77.05060182455841
BREÑA,91,-12.053976193820795,-77.05400250085424
BREÑA,63,-12.062729082606042,-77.0558311620252
JESUS MARIA,55,-12.074920235759942,-77.04856796449593
BREÑA,34,-12.056152808693469,-77.04785892851157
BREÑA,61,-12.054346556157062,-77.05375547522279
PUEBLO LIBRE,87,-12.084271854929987,-77.06624811266741
LA VICTORIA,50,-12.084006831198527,-77.00998733090387
LINCE,73,-12.090311564001885,-77.04606634437934
LA VICTORIA,81,-12.083863603956916,-77.02534829556282
BREÑA,88,-12.064447710677168,-77.05290379704796
LA VICTORIA,48,-12.059161996573811,-77.02386027317667
JESUS MARIA,71,-12.066666554042833,-77.04408541590539
JESUS MARIA,63,-12.080877352367885,-77.0443877455716
LA VICTORIA,68,-12.06204935640013,-77.00920289378087
LA VICTORIA,98,-12.080540202602677,-77.01145653853865
JESUS MARIA,73,-12.07550819081644,-77.04135687678058
PUEBLO LIBRE,92,-12.073399815051717,-77.06018896855946
LA VICTORIA,58,-12.088838698126455,-77.01362735555703
BREÑA,66,-12.06735984950968,-77.04991346355384
JESUS MARIA,66,-12.07871869755794,-77.04266677788887
LA VICTORIA,67,-12.066299029049006,-77.00958930941485
BREÑA,75,-12.05743651202758,-77.04735339923954
LA VICTORIA,94,-12.072295433290112,-77.02228270787633
JESUS MARIA,55,-12.080131606648012,-77.05516695202233
LINCE,47,-12.090531810183005,-77.03320643081578
LINCE,59,-12.077327912875818,-77.04198894816122
JESUS MARIA,65,-12.075056023415287,-77.04716437807343
LINCE,79,-12.088361679760157,-77.03788415781273
LA VICTORIA,86,-12.06530388097298,-77.00281094956159
LA VICTORIA,59,-12.083547134953223,-77.0181684492018
JESUS MARIA,49,-12.07904996530869,-77.0455929379423
LINCE,83,-12.06863321146162,-77.03912818378228
LA VICTORIA,69,-12.063165576146773,-77.03120456062761
LINCE,53,-12.088205168806017,-77.0340256842797
JESUS MARIA,95,-12.086698128522167,-77.05915258307837
PUEBLO LIBRE,67,-12.08303612843419,-77.06366255513876
BREÑA,96,-12.056590819729289,-77.04614182659027
LA VICTORIA,71,-12.077676353397091,-77.01095695728169
LA VICTORIA,66,-12.061902850843238,-77.01523783627977
LA VICTORIA,48,-12.086506268044518,-77.01991552442364
BREÑA,27,-12.060470339518508,-77.04607063734568
JESUS MARIA,91,-12.085030578903549,-77.05787157166007
LINCE,63,-12.09029585782765,-77.02406165306643
LA VICTORIA,37,-12.061400445348129,-77.02562246804645
JESUS MARIA,28,-12.074399790591775,-77.05246836368997
LA VICTORIA,30,-12.067071457874661,-77.01396230772403
LA VICTORIA,79,-12.059794075147664,-77.03476921639411
LINCE,49,-12.080586756966907,-77.02760747766574
JESUS MARIA,87,-12.079271081075392,-77.05216117607947
LA VICTORIA,69,-12.07654037371586,-77.01233769798789
JESUS MARIA,59,-12.090856995554685,-77.05570108290385
JESUS MARIA,77,-12.090318607056528,-77.05514184104527
LA VICTORIA,74,-12.07685461244606,-77.01124664897277
BREÑA,44,-12.051198468399475,-77.04720792114227
JESUS MARIA,88,-12.083036304704228,-77.0449669652938
JESUS MARIA,79,-12.073693201410268,-77.04880718776228
LINCE,50,-12.075065170404752,-77.03884018710137
LINCE,79,-12.086868582055125,-77.03269549072154
JESUS MARIA,59,-12.08128808938274,-77.05463627945888
JESUS MARIA,94,-12.089723943387073,-77.05765299764636
JESUS MARIA,83,-12.070901217300369,-77.04067033067265
JESUS MARIA,77,-12.07785210574256,-77.04536921947259
LA VICTORIA,77,-12.081511806853273,-77.00792359094494
JESUS MARIA,78,-12.080811638893485,-77.05051991360371
JESUS MARIA,58,-12.090232306128488,-77.05479985081594
JESUS MARIA,6,-12.070855778014392,-77.04866563428457
LA VICTORIA,46,-12.082069162347821,-77.0174312435005
LA VICTORIA,25,-12.064613074413222,-77.02615045512066
BREÑA,42,-12.05911464803554,-77.04582488535284
JESUS MARIA,68,-12.077297203162194,-77.0554956451691
LA VICTORIA,51,-12.076936290540745,-77.0152359378703
JESUS MARIA,89,-12.073440401580568,-77.04719597419606
JESUS MARIA,75,-12.08566195374201,-77.05360439501379
LA VICTORIA,69,-12.07764338871855,-77.01234423235738
BREÑA,81,-12.058255905874068,-77.05820461297452
LA VICTORIA,58,-12.063530341969503,-77.03385908021637
LINCE,90,-12.076543678395556,-77.03953984898061
PUEBLO LIBRE,90,-12.071319142056652,-77.05190944720358
LA VICTORIA,71,-12.077981835119374,-77.0208829296964
JESUS MARIA,59,-12.079292611377081,-77.05304984077836
JESUS MARIA,55,-12.080846401664656,-77.04554262173346
BREÑA,83,-12.055446093433435,-77.04887105044305
JESUS MARIA,52,-12.081270714946777,-77.05112318756152
LA VICTORIA,98,-12.08556775530932,-77.01275504292687
JESUS MARIA,70,-12.081760587709352,-77.04673491497229
LINCE,71,-12.077205409910482,-77.03691953526575
JESUS MARIA,70,-12.081395718254592,-77.0511125937823
LA VICTORIA,32,-12.07253254955301,-77.0233796032406
JESUS MARIA,77,-12.07560880921792,-77.05389148269643
BREÑA,78,-12.065053420353104,-77.0473127965183
JESUS MARIA,26,-12.06556032554102,-77.04045720352629
JESUS MARIA,85,-12.08756489332723,-77.05666778954492
BREÑA,72,-12.058468347696817,-77.05456249234783
LA VICTORIA,39,-12.073465869651134,-77.02906566039911
JESUS MARIA,29,-12.076373605575029,-77.04816326984562
LA VICTORIA,56,-12.07780922159979,-77.01543177708288
JESUS MARIA,25,-12.079550010569605,-77.0541209659319
LA VICTORIA,54,-12.069743772528684,-77.00004686491768
LINCE,58,-12.091387709837711,-77.02879495791638
LA VICTORIA,40,-12.071707752504741,-77.01940979143538
BREÑA,65,-12.05217142290478,-77.0502507429421
JESUS MARIA,55,-12.083209718803266,-77.0595738272214
LA VICTORIA,33,-12.071031259004329,-77.02712728238534
JESUS MARIA,57,-12.087703177544327,-77.05328803905644
BREÑA,37,-12.049619247047241,-77.05137047981832
JESUS MARIA,27,-12.085661089098656,-77.05203818954858
LA VICTORIA,55,-12.059014130235568,-77.02461842211964
JESUS MARIA,20,-12.073006952859004,-77.04398842827334
JESUS MARIA,67,-12.080394424779039,-77.04243104744604
JESUS MARIA,49,-12.079394628656487,-77.05429437160636
JESUS MARIA,66,-12.087703238636266,-77.0547463319908
JESUS MARIA,27,-12.083819195730225,-77.05001480726727
BREÑA,32,-12.05972298770491,-77.05247986941264
JESUS MARIA,37,-12.066411501603252,-77.04409953103675
LA VICTORIA,29,-12.06570804875695,-77.00119071917184
BREÑA,13,-12.053485027047937,-77.04954323194698
LA VICTORIA,19,-12.069085718501112,-77.01066360422506
JESUS MARIA,74,-12.089806245493891,-77.05810491999246
JESUS MARIA,21,-12.08455667628318,-77.05479176274308
JESUS MARIA,25,-12.075305746458001,-77.0521694354249
JESUS MARIA,67,-12.084910804589025,-77.0567207085777
JESUS MARIA,28,-12.08543928127257,-77.05514565098575
PUEBLO LIBRE,60,-12.072152534383504,-77.053734798567
LA VICTORIA,33,-12.066905358613479,-76.99907374297459
JESUS MARIA,29,-12.073723864616369,-77.04852514562198
LA VICTORIA,28,-12.086513399183355,-77.01314445516593
JESUS MARIA,38,-12.077917491908979,-77.05295014597485
PUEBLO LIBRE,35,-12.079632287321651,-77.07409948866275
JESUS MARIA,17,-12.081703735644489,-77.05393986784043
BREÑA,34,-12.065356017302024,-77.05593876373851
JESUS MARIA,54,-12.080754006113759,-77.05133141254593
BREÑA,32,-12.052598764740713,-77.04339085118195
LINCE,82,-12.0718346836189,-77.03896259421873
JESUS MARIA,73,-12.086676041288577,-77.05713266151568
JESUS MARIA,46,-12.081076003394768,-77.05694349754405
JESUS MARIA,27,-12.072045270334694,-77.04701265424244
LA VICTORIA,25,-12.06736628800594,-77.02830900034724
PUEBLO LIBRE,38,-12.070428937464085,-77.05648358551548
LA VICTORIA,33,-12.086213295816611,-77.01980044632325
JESUS MARIA,48,-12.073906068426755,-77.04357438943697
JESUS MARIA,66,-12.08171107881497,-77.0517614179972
LINCE,56,-12.090349395890753,-77.02358176594694
JESUS MARIA,60,-12.07322689012332,-77.0427367560381
LA VICTORIA,32,-12.085738311169854,-77.01246577038562
JESUS MARIA,63,-12.072215927166214,-77.04729158410939
LA VICTORIA,35,-12.071450406415279,-77.01741514202445
LA VICTORIA,28,-12.079695079316883,-77.02561053446188
JESUS MARIA,64,-12.078766911092188,-77.04513798032846
JESUS MARIA,34,-12.077441102591392,-77.05034346075935
LA VICTORIA,28,-12.087843575077635,-77.0238770743078
PUEBLO LIBRE,28,-12.076695165274026,-77.07189709998899
JESUS MARIA,73,-12.081323650850374,-77.04370082101335
JESUS MARIA,45,-12.08413961891215,-77.0527533332952
JESUS MARIA,42,-12.065829153365197,-77.04197015599864
JESUS MARIA,45,-12.082416889707046,-77.05004995604436
JESUS MARIA,0,-12.075889717855608,-77.05145800215307
LINCE,25,-12.086923539797532,-77.04824307298517
JESUS MARIA,38,-12.082245566067732,-77.04761909792443
LA VICTORIA,39,-12.07738039646692,-77.0204302469097
BREÑA,68,-12.051454504168982,-77.04931068021995
JESUS MARIA,66,-12.075983110002962,-77.04371369399108
JESUS MARIA,39,-12.086934420271106,-77.06187604394803
JESUS MARIA,48,-12.090139285509318,-77.05562381573628
JESUS MARIA,33,-12.072866819944982,-77.04398404785064
JESUS MARIA,56,-12.089008740146681,-77.05498902137109
JESUS MARIA,26,-12.074632012912042,-77.05169027598961
LA VICTORIA,38,-12.069417185872389,-77.00623407406371
LA VICTORIA,38,-12.079885476379783,-77.0128547989907
JESUS MARIA,56,-12.065091617111603,-77.04281498432307
LA VICTORIA,25,-12.07044192986324,-77.0280334443218
JESUS MARIA,31,-12.077249526224398,-77.04877782578461
JESUS MARIA,29,-12.077039423300583,-77.05188327166647
JESUS MARIA,28,-12.088301644901504,-77.05166803839973
JESUS MARIA,63,-12.074796461540979,-77.04439036356521
JESUS MARIA,77,-12.071290697606113,-77.04592908320758
JESUS MARIA,32,-12.08533745904613,-77.05440799056224
LA VICTORIA,32,-12.06554574505903,-77.02324209271087
LINCE,34,-12.081398601306544,-77.04004831325716
LA VICTORIA,23,-12.062271971359634,-77.00681221542133
JESUS MARIA,33,-12.088749651557965,-77.05597241454804
LINCE,54,-12.085319743236157,-77.03484846472813
JESUS MARIA,51,-12.074289495280965,-77.04812349273426
PUEBLO LIBRE,37,-12.079846659598655,-77.07038387786376
LA VICTORIA,27,-12.081273671514442,-77.01115208877412
JESUS MARIA,63,-12.0923135091851,-77.05387796110843
JESUS MARIA,54,-12.073425993974356,-77.046128005265
LINCE,16,-12.085259117622865,-77.03044487275027
BREÑA,28,-12.053001405177163,-77.05448820567568
JESUS MARIA,53,-12.068670368217013,-77.04645360438188
JESUS MARIA,60,-12.085256401394004,-77.05124034353977
JESUS MARIA,31,-12.06785643329771,-77.04527502185113
JESUS MARIA,58,-12.069966191444008,-77.0481503996183
LA VICTORIA,53,-12.062265767327197,-77.01730191602275
BREÑA,28,-12.057817984537904,-77.0424652315469
JESUS MARIA,38,-12.078396944138108,-77.05309019642924
LA VICTORIA,65,-12.08412703718495,-77.0087364276296
BREÑA,38,-12.049169568561089,-77.05380899901843
JESUS MARIA,51,-12.067515415561106,-77.04329124268189
JESUS MARIA,34,-12.074529186318816,-77.04909392273818
JESUS MARIA,66,-12.075181839854325,-77.05147832850575
JESUS MARIA,27,-12.082060887991553,-77.04282679997691
BREÑA,82,-12.061889918441794,-77.05055458754333
LA VICTORIA,66,-12.061016678542343,-77.0164002677293
JESUS MARIA,66,-12.068893215686167,-77.0449248137051
JESUS MARIA,50,-12.08679413894924,-77.05981803234445
JESUS MARIA,58,-12.08797975246761,-77.05923670153223
JESUS MARIA,37,-12.073688420230594,-77.04926885523427
JESUS MARIA,69,-12.078956254678289,-77.04919978563034
JESUS MARIA,41,-12.078026467077677,-77.04561278678901
JESUS MARIA,60,-12.084656112251272,-77.0587432756259
BREÑA,32,-12.061946864412617,-77.04530535033491
JESUS MARIA,40,-12.082648333625094,-77.0558227619984
